gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,GDP_per_capita,total_early_clicks
F,No Formal quals,60-70%,0-35,0,120,N,Pass,29325.385023898034,216.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,29325.385023898034,69.0
M,A Level or Equivalent,50-60%,0-35,1,120,N,Pass,29325.385023898034,314.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Pass,29325.385023898034,1063.0
F,Lower Than A Level,20-30%,0-35,0,60,N,Pass,29325.385023898034,897.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Fail,29325.385023898034,555.0
M,Lower Than A Level,60-70%,0-35,0,120,N,Fail,29325.385023898034,1082.0
M,A Level or Equivalent,60-70%,35-55,1,120,N,Distinction,29325.385023898034,450.0
M,A Level or Equivalent,40-50%,0-35,1,150,N,Pass,29325.385023898034,451.0
M,Lower Than A Level,80-90%,35-55,1,120,N,Fail,29325.385023898034,502.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Pass,29325.385023898034,626.0
M,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,29325.385023898034,796.0
F,A Level or Equivalent,10-20,35-55,0,75,N,Pass,29325.385023898034,1253.0
F,Post Graduate Qualification,20-30%,35-55,0,60,N,Distinction,29325.385023898034,775.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Pass,27200.0,1256.0
M,HE Qualification,20-30%,0-35,1,120,N,Distinction,29325.385023898034,1176.0
M,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,29325.385023898034,332.0
M,HE Qualification,90-100%,0-35,1,180,N,Pass,29325.385023898034,114.0
M,Lower Than A Level,40-50%,35-55,0,60,N,Distinction,29325.385023898034,1492.0
M,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,766.0
M,Lower Than A Level,0-10%,35-55,0,120,N,Fail,29325.385023898034,526.0
M,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,29325.385023898034,701.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,29325.385023898034,936.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,29325.385023898034,1071.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,30300.0,155.0
M,Lower Than A Level,80-90%,0-35,1,120,N,Pass,29325.385023898034,891.0
M,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,29325.385023898034,561.0
M,HE Qualification,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,,0-35,1,120,N,Pass,29325.385023898034,2731.0
M,A Level or Equivalent,,0-35,1,120,N,Pass,29325.385023898034,567.0
F,Lower Than A Level,0-10%,0-35,0,60,N,Fail,29325.385023898034,211.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,633.0
M,HE Qualification,60-70%,35-55,0,60,N,Pass,29325.385023898034,844.0
M,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,30300.0,0.0
M,Lower Than A Level,90-100%,0-35,0,90,N,Distinction,27200.0,599.0
F,A Level or Equivalent,10-20,0-35,0,120,N,Fail,29325.385023898034,282.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,90-100%,0-35,1,180,N,Withdrawn,29325.385023898034,1042.0
F,No Formal quals,60-70%,0-35,0,180,N,Pass,29325.385023898034,1475.0
M,Lower Than A Level,10-20,0-35,0,60,N,Fail,29325.385023898034,896.0
M,HE Qualification,40-50%,0-35,0,60,N,Fail,29325.385023898034,697.0
M,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,29325.385023898034,408.0
M,Lower Than A Level,,0-35,0,120,N,Fail,27200.0,630.0
F,HE Qualification,20-30%,0-35,0,120,N,Pass,29325.385023898034,329.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,29325.385023898034,188.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,30300.0,286.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,265.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,1240.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Fail,29325.385023898034,232.0
M,Lower Than A Level,20-30%,35-55,0,60,N,Pass,29325.385023898034,1869.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Pass,29325.385023898034,678.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,131.0
F,Lower Than A Level,90-100%,0-35,0,120,N,Pass,29325.385023898034,514.0
M,HE Qualification,20-30%,35-55,1,120,N,Pass,29325.385023898034,956.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,817.0
M,A Level or Equivalent,,0-35,0,60,N,Pass,29325.385023898034,524.0
M,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,29325.385023898034,788.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,373.0
F,Lower Than A Level,60-70%,35-55,0,120,Y,Withdrawn,29325.385023898034,493.0
M,Lower Than A Level,30-40%,0-35,0,120,N,Pass,29325.385023898034,202.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,29325.385023898034,2088.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,592.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,2.0
M,Lower Than A Level,10-20,0-35,0,60,N,Pass,29325.385023898034,154.0
M,HE Qualification,,0-35,0,180,N,Pass,27200.0,729.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,27200.0,932.0
M,A Level or Equivalent,80-90%,0-35,0,120,Y,Fail,29325.385023898034,181.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,29325.385023898034,113.0
M,A Level or Equivalent,10-20,0-35,0,90,N,Distinction,29325.385023898034,470.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,422.0
M,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,27200.0,544.0
M,Lower Than A Level,50-60%,0-35,0,180,N,Fail,29325.385023898034,520.0
M,Lower Than A Level,90-100%,35-55,0,60,N,Pass,29325.385023898034,917.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Pass,29325.385023898034,1432.0
M,Lower Than A Level,20-30%,35-55,0,60,N,Fail,29325.385023898034,778.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,30300.0,203.0
F,HE Qualification,70-80%,0-35,0,60,N,Pass,29325.385023898034,956.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,29325.385023898034,688.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Fail,29325.385023898034,461.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,29325.385023898034,982.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,525.0
F,Lower Than A Level,90-100%,35-55,0,120,N,Pass,29325.385023898034,1241.0
M,A Level or Equivalent,60-70%,0-35,0,120,Y,Fail,29325.385023898034,343.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,27200.0,884.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,27200.0,726.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,27200.0,267.0
F,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,29325.385023898034,117.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,1244.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,30300.0,531.0
F,Lower Than A Level,40-50%,35-55,0,60,Y,Withdrawn,30300.0,577.0
M,Lower Than A Level,10-20,0-35,0,60,N,Pass,29325.385023898034,446.0
M,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass,29325.385023898034,1117.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,27200.0,1501.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,33.0
M,A Level or Equivalent,,0-35,0,60,N,Withdrawn,27200.0,278.0
M,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,29325.385023898034,500.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,29325.385023898034,673.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,29325.385023898034,783.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,27200.0,1026.0
M,HE Qualification,40-50%,0-35,0,60,N,Pass,29325.385023898034,709.0
M,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,820.0
F,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,30300.0,914.0
M,Lower Than A Level,30-40%,0-35,0,120,N,Fail,29325.385023898034,313.0
M,HE Qualification,60-70%,0-35,0,150,N,Withdrawn,29325.385023898034,120.0
M,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,27200.0,497.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Fail,29325.385023898034,539.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,29325.385023898034,2615.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,638.0
M,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,29325.385023898034,500.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,50.0
M,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,29325.385023898034,1201.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,29325.385023898034,457.0
M,HE Qualification,70-80%,35-55,0,70,N,Pass,27200.0,428.0
M,No Formal quals,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,363.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,199.0
M,HE Qualification,0-10%,0-35,0,60,N,Fail,29325.385023898034,185.0
F,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,29325.385023898034,374.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,393.0
F,HE Qualification,0-10%,0-35,0,60,N,Pass,29325.385023898034,359.0
F,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,10-20,0-35,0,75,N,Withdrawn,29325.385023898034,48.0
F,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,29325.385023898034,885.0
M,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,29325.385023898034,0.0
F,No Formal quals,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,979.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,429.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Pass,29325.385023898034,610.0
M,HE Qualification,,0-35,0,60,N,Pass,29325.385023898034,797.0
M,HE Qualification,,35-55,0,60,N,Pass,27200.0,1381.0
M,Lower Than A Level,0-10%,0-35,0,120,N,Fail,29325.385023898034,530.0
M,Lower Than A Level,10-20,35-55,0,120,Y,Fail,29325.385023898034,57.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,29325.385023898034,378.0
M,Lower Than A Level,,0-35,0,60,N,Pass,29325.385023898034,1047.0
M,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,29325.385023898034,965.0
M,A Level or Equivalent,,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,,0-35,0,120,N,Pass,29325.385023898034,325.0
M,HE Qualification,10-20,0-35,0,60,N,Pass,29325.385023898034,1928.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Fail,29325.385023898034,916.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,484.0
M,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,29325.385023898034,176.0
M,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,29325.385023898034,611.0
M,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,29325.385023898034,728.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,470.0
F,Lower Than A Level,70-80%,0-35,0,60,N,Pass,29325.385023898034,1309.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,269.0
M,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,29325.385023898034,157.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,29325.385023898034,561.0
M,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,29325.385023898034,448.0
M,HE Qualification,40-50%,35-55,0,60,N,Pass,29325.385023898034,878.0
M,HE Qualification,80-90%,35-55,0,90,N,Distinction,29325.385023898034,777.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,29325.385023898034,390.0
M,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,1577.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,30300.0,4237.0
F,Lower Than A Level,70-80%,35-55,0,60,N,Fail,29325.385023898034,57.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,336.0
F,Lower Than A Level,,0-35,0,60,N,Pass,29325.385023898034,316.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,30300.0,0.0
M,Lower Than A Level,30-40%,35-55,0,60,N,Pass,29325.385023898034,1649.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,329.0
M,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,29325.385023898034,515.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Pass,29325.385023898034,819.0
F,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,29325.385023898034,1558.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,279.0
M,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,29325.385023898034,1988.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Fail,29325.385023898034,471.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,607.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,29325.385023898034,313.0
M,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,29325.385023898034,767.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,1037.0
M,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,29325.385023898034,643.0
M,Lower Than A Level,,35-55,0,60,N,Pass,29325.385023898034,608.0
M,Lower Than A Level,30-40%,0-35,0,120,N,Pass,29325.385023898034,185.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,29325.385023898034,593.0
M,HE Qualification,80-90%,0-35,0,120,N,Fail,30300.0,787.0
M,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,78.0
M,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,915.0
M,A Level or Equivalent,0-10%,0-35,0,90,Y,Pass,29325.385023898034,1047.0
M,HE Qualification,70-80%,0-35,0,90,N,Withdrawn,29325.385023898034,475.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,766.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,302.0
F,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,29325.385023898034,141.0
M,Lower Than A Level,,35-55,0,120,N,Pass,27200.0,953.0
M,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,56.0
M,Lower Than A Level,,0-35,0,60,N,Pass,29325.385023898034,942.0
M,HE Qualification,0-10%,35-55,0,60,N,Pass,27200.0,1655.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,29325.385023898034,738.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,321.0
M,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,30300.0,321.0
M,Lower Than A Level,10-20,35-55,0,60,N,Fail,29325.385023898034,206.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,29325.385023898034,50.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,27200.0,507.0
M,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,30300.0,780.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,29325.385023898034,893.0
M,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Pass,29325.385023898034,415.0
M,HE Qualification,30-40%,0-35,0,60,N,Fail,29325.385023898034,565.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,27200.0,865.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,29325.385023898034,1396.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Pass,29325.385023898034,419.0
M,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,29325.385023898034,738.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,1074.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,1285.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,1810.0
F,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,29325.385023898034,518.0
M,Lower Than A Level,80-90%,0-35,0,120,N,Fail,29325.385023898034,816.0
M,HE Qualification,30-40%,35-55,0,60,N,Fail,29325.385023898034,2182.0
M,A Level or Equivalent,,35-55,0,60,N,Pass,27200.0,1706.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Fail,29325.385023898034,673.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,26.0
M,A Level or Equivalent,50-60%,35-55,0,120,N,Fail,30300.0,1144.0
M,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,29325.385023898034,683.0
M,HE Qualification,30-40%,0-35,0,60,N,Fail,29325.385023898034,210.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,29325.385023898034,685.0
M,Lower Than A Level,80-90%,0-35,0,90,Y,Pass,29325.385023898034,454.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,29325.385023898034,321.0
M,Lower Than A Level,10-20,0-35,0,60,N,Pass,29325.385023898034,1100.0
M,Lower Than A Level,50-60%,0-35,0,150,N,Fail,27200.0,440.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,1935.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,29325.385023898034,398.0
M,Lower Than A Level,,0-35,0,90,N,Withdrawn,29325.385023898034,676.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Pass,29325.385023898034,848.0
M,Lower Than A Level,60-70%,0-35,0,90,N,Fail,29325.385023898034,349.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,1156.0
M,HE Qualification,20-30%,0-35,0,210,N,Pass,29325.385023898034,1339.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Pass,29325.385023898034,238.0
F,Lower Than A Level,40-50%,0-35,0,130,Y,Distinction,29325.385023898034,1261.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Fail,29325.385023898034,354.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,892.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,221.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Fail,29325.385023898034,7.0
M,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass,29325.385023898034,301.0
M,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,27200.0,1075.0
F,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,951.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,485.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Fail,29325.385023898034,562.0
F,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,29325.385023898034,294.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Fail,29325.385023898034,263.0
M,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,0-10%,0-35,0,120,Y,Fail,29325.385023898034,433.0
M,Lower Than A Level,60-70%,35-55,0,90,Y,Pass,29325.385023898034,2331.0
M,Lower Than A Level,90-100%,0-35,0,120,N,Fail,30300.0,286.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,573.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,3.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,29325.385023898034,330.0
M,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,29325.385023898034,340.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,599.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,30300.0,577.0
M,HE Qualification,80-90%,35-55,0,60,N,Distinction,29325.385023898034,1133.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,29325.385023898034,810.0
M,A Level or Equivalent,,0-35,0,60,N,Pass,30300.0,431.0
M,Lower Than A Level,10-20,0-35,0,120,N,Fail,29325.385023898034,120.0
M,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,129.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,29325.385023898034,240.0
M,A Level or Equivalent,40-50%,35-55,0,90,Y,Withdrawn,29325.385023898034,585.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,29325.385023898034,422.0
M,Lower Than A Level,90-100%,0-35,0,90,N,Fail,29325.385023898034,613.0
M,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,30300.0,1.0
M,Lower Than A Level,50-60%,0-35,0,120,N,Pass,29325.385023898034,502.0
M,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,29325.385023898034,116.0
M,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,29325.385023898034,156.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,436.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,97.0
M,No Formal quals,10-20,35-55,0,60,N,Fail,29325.385023898034,147.0
M,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,29325.385023898034,345.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Pass,29325.385023898034,911.0
M,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,391.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,29325.385023898034,346.0
M,A Level or Equivalent,0-10%,0-35,0,60,Y,Fail,29325.385023898034,406.0
F,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,622.0
M,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,266.0
M,Lower Than A Level,10-20,0-35,0,60,N,Fail,27200.0,483.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Fail,29325.385023898034,633.0
M,Lower Than A Level,80-90%,0-35,0,120,N,Fail,27200.0,153.0
F,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,29325.385023898034,707.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,29325.385023898034,1766.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,761.0
M,HE Qualification,40-50%,0-35,0,60,N,Pass,29325.385023898034,1580.0
M,HE Qualification,80-90%,0-35,0,60,N,Pass,29325.385023898034,606.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Fail,29325.385023898034,558.0
M,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Fail,29325.385023898034,236.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,589.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,1084.0
F,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,29325.385023898034,388.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Pass,30300.0,1076.0
M,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,29325.385023898034,206.0
F,HE Qualification,70-80%,0-35,0,60,N,Pass,27200.0,1122.0
M,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Fail,29325.385023898034,1543.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Pass,27200.0,286.0
F,Lower Than A Level,0-10%,0-35,0,60,Y,Distinction,27200.0,309.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,260.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,29325.385023898034,2128.0
M,No Formal quals,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,16.0
M,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,385.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,150.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,29325.385023898034,224.0
M,A Level or Equivalent,,0-35,0,60,N,Fail,27200.0,585.0
M,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,30300.0,128.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,29325.385023898034,297.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,1233.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,29325.385023898034,679.0
F,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,1101.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Fail,29325.385023898034,445.0
F,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass,29325.385023898034,569.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,29325.385023898034,787.0
F,HE Qualification,10-20,0-35,0,150,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,951.0
M,A Level or Equivalent,40-50%,35-55,0,60,Y,Withdrawn,29325.385023898034,2555.0
F,Lower Than A Level,70-80%,0-35,0,60,N,Pass,27200.0,1225.0
F,Lower Than A Level,20-30%,0-35,0,60,N,Pass,29325.385023898034,1061.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,393.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,711.0
M,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,29325.385023898034,82.0
M,Lower Than A Level,60-70%,0-35,0,60,N,Pass,30300.0,1299.0
